0	0.4735	0.9782	2.185
1	0.4832	0.9741	2.586
2	0.4855	0.9731	2.694
3	0.4813	0.9744	2.564
4	0.4745	0.9774	2.257
5	0.4870	0.9718	2.820
6	0.4722	0.9788	2.125
7	0.4840	0.9734	2.659
8	0.4890	0.9710	2.896
9	0.4831	0.9741	2.585
10	0.4892	0.9715	2.850
11	0.4862	0.9727	2.728
12	0.4871	0.9720	2.800
13	0.4842	0.9733	2.666
14	0.4828	0.9741	2.593
15	0.4858	0.9730	2.699
16	0.4883	0.9714	2.858
17	0.4816	0.9741	2.593
18	0.4864	0.9723	2.766
19	0.4831	0.9735	2.647
20	0.4900	0.9708	2.923
21	0.4861	0.9725	2.747
22	0.4890	0.9710	2.896
23	0.4881	0.9716	2.839
24	0.4819	0.9743	2.568
25	0.4870	0.9724	2.760
26	0.4873	0.9724	2.764
27	0.4864	0.9727	2.728
28	0.4878	0.9718	2.822
29	0.4838	0.9733	2.671
30	0.4837	0.9737	2.629
31	0.4840	0.9735	2.650
32	0.4854	0.9728	2.724
33	0.4874	0.9720	2.795
34	0.4856	0.9724	2.764
35	0.4872	0.9724	2.756
36	0.4858	0.9724	2.763
37	0.4880	0.9718	2.820
38	0.4827	0.9741	2.590
39	0.4861	0.9727	2.725
40	0.4720	0.9791	2.094
41	0.4863	0.9725	2.747
42	0.4804	0.9751	2.487
43	0.4874	0.9717	2.829
44	0.4864	0.9726	2.744
45	0.4858	0.9725	2.747
46	0.4884	0.9713	2.871
47	0.4811	0.9744	2.559
48	0.4783	0.9755	2.449
49	0.4867	0.9726	2.737
50	0.4814	0.9743	2.572
51	0.4864	0.9724	2.764
52	0.4863	0.9723	2.771
53	0.4856	0.9729	2.706
54	0.4747	0.9781	2.186
55	0.4874	0.9723	2.773
56	0.4874	0.9716	2.835
57	0.4849	0.9732	2.678
58	0.4885	0.9720	2.799
59	0.4896	0.9710	2.899
60	0.4851	0.9726	2.742
61	0.4823	0.9737	2.629
62	0.4799	0.9749	2.505
63	0.4856	0.9725	2.746
64	0.4862	0.9723	2.772
65	0.4844	0.9730	2.699
66	0.4874	0.9720	2.798
67	0.4848	0.9730	2.696
68	0.4881	0.9718	2.825
69	0.4721	0.9788	2.119
70	0.4832	0.9739	2.608
71	0.4798	0.9749	2.506
72	0.4760	0.9770	2.302
73	0.4889	0.9713	2.872
74	0.4862	0.9724	2.759
75	0.4845	0.9730	2.704
76	0.4815	0.9747	2.528
77	0.4877	0.9718	2.817
78	0.4876	0.9719	2.807
79	0.4861	0.9724	2.764
80	0.4882	0.9716	2.842
81	0.4876	0.9719	2.807
82	0.4884	0.9719	2.806
83	0.4819	0.9741	2.593
84	0.4870	0.9724	2.761
85	0.4879	0.9718	2.817
86	0.4866	0.9719	2.810
87	0.4827	0.9737	2.628
88	0.4818	0.9746	2.538
89	0.4876	0.9719	2.808
90	0.4868	0.9721	2.787
91	0.4852	0.9729	2.708
92	0.4719	0.9792	2.081
93	0.4870	0.9726	2.737
94	0.4852	0.9726	2.740
95	0.4871	0.9721	2.788
96	0.4853	0.9728	2.723
97	0.4882	0.9713	2.875
98	0.4873	0.9720	2.799
99	0.4859	0.9727	2.735
100	0.4854	0.9729	2.710
101	0.4872	0.9723	2.765
102	0.4838	0.9735	2.649
103	0.4848	0.9732	2.676
104	0.4746	0.9781	2.186
105	0.4861	0.9724	2.764
106	0.4861	0.9723	2.771
107	0.4843	0.9730	2.698
108	0.4814	0.9747	2.527
109	0.4851	0.9726	2.741
110	0.4826	0.9740	2.600
111	0.4881	0.9713	2.866
112	0.4818	0.9741	2.590
113	0.4840	0.9733	2.665
114	0.4875	0.9719	2.807
115	0.4875	0.9719	2.806
116	0.4865	0.9726	2.743
117	0.4871	0.9721	2.786
118	0.4881	0.9716	2.844
119	0.4879	0.9716	2.837
120	0.4828	0.9741	2.586
121	0.4822	0.9737	2.631
122	0.4888	0.9713	2.873
123	0.4718	0.9792	2.081
124	0.4801	0.9751	2.489
125	0.4816	0.9743	2.570
126	0.4835	0.9732	2.677
127	0.4860	0.9727	2.734
128	0.4797	0.9749	2.509
129	0.4868	0.9724	2.765
130	0.4887	0.9710	2.897
131	0.4876	0.9718	2.820
132	0.4780	0.9755	2.452
133	0.4878	0.9716	2.836
134	0.4897	0.9707	2.930
135	0.4847	0.9730	2.699
136	0.4861	0.9724	2.759
137	0.4811	0.9743	2.568
138	0.4867	0.9718	2.819
139	0.4858	0.9727	2.729
140	0.4828	0.9735	2.649
141	0.4830	0.9739	2.610
142	0.4888	0.9715	2.852
143	0.4888	0.9711	2.894
144	0.4855	0.9723	2.768
145	0.4855	0.9730	2.702
146	0.4861	0.9724	2.764
147	0.4861	0.9723	2.770
148	0.4719	0.9788	2.119
