0	0.4125	0.9791	2.094
1	0.4265	0.9731	2.686
2	0.4282	0.9721	2.789
3	0.4255	0.9731	2.690
4	0.4282	0.9723	2.768
5	0.4164	0.9773	2.267
6	0.4273	0.9728	2.721
7	0.4276	0.9728	2.718
8	0.4274	0.9728	2.719
9	0.4280	0.9723	2.770
10	0.4261	0.9733	2.672
11	0.4230	0.9741	2.588
12	0.4255	0.9734	2.664
13	0.4263	0.9734	2.660
14	0.4247	0.9734	2.658
15	0.4247	0.9734	2.655
16	0.4297	0.9716	2.843
17	0.4230	0.9745	2.552
18	0.4266	0.9730	2.704
19	0.4239	0.9741	2.595
20	0.4268	0.9724	2.765
21	0.4254	0.9734	2.665
22	0.4275	0.9725	2.752
23	0.4272	0.9727	2.732
24	0.4258	0.9734	2.661
25	0.4232	0.9746	2.541
26	0.4126	0.9793	2.072
27	0.4239	0.9739	2.613
28	0.4292	0.9717	2.830
29	0.4290	0.9716	2.838
30	0.4206	0.9755	2.448
31	0.4253	0.9731	2.685
32	0.4265	0.9729	2.709
33	0.4255	0.9734	2.663
34	0.4293	0.9717	2.830
35	0.4285	0.9719	2.810
36	0.4229	0.9745	2.550
37	0.4232	0.9747	2.526
38	0.4107	0.9801	1.992
39	0.4255	0.9734	2.656
40	0.4271	0.9722	2.783
41	0.4264	0.9727	2.726
42	0.4138	0.9785	2.155
43	0.4251	0.9734	2.656
44	0.4301	0.9711	2.895
45	0.4212	0.9749	2.513
46	0.4277	0.9726	2.737
47	0.4278	0.9725	2.753
48	0.4279	0.9723	2.772
49	0.4241	0.9739	2.611
50	0.4266	0.9728	2.717
51	0.4124	0.9796	2.043
52	0.4289	0.9716	2.838
53	0.4263	0.9729	2.708
54	0.4150	0.9783	2.170
55	0.4258	0.9731	2.688
56	0.4257	0.9729	2.712
57	0.4243	0.9737	2.631
58	0.4220	0.9746	2.540
59	0.4240	0.9738	2.624
60	0.4234	0.9744	2.559
61	0.4290	0.9718	2.819
62	0.4280	0.9722	2.783
63	0.4265	0.9728	2.716
64	0.4123	0.9794	2.065
65	0.4287	0.9723	2.768
66	0.4281	0.9722	2.781
67	0.4263	0.9732	2.682
68	0.4261	0.9731	2.692
69	0.4276	0.9721	2.786
70	0.4146	0.9778	2.217
71	0.4216	0.9747	2.532
72	0.4266	0.9727	2.735
73	0.4232	0.9740	2.604
74	0.4275	0.9726	2.740
75	0.4282	0.9722	2.779
76	0.4257	0.9729	2.713
77	0.4259	0.9728	2.719
78	0.4251	0.9737	2.628
79	0.4287	0.9724	2.764
80	0.4275	0.9727	2.730
81	0.4274	0.9727	2.734
82	0.4200	0.9753	2.471
83	0.4269	0.9729	2.713
84	0.4217	0.9751	2.489
85	0.4268	0.9729	2.708
86	0.4225	0.9742	2.582
87	0.4274	0.9726	2.742
88	0.4213	0.9748	2.519
89	0.4274	0.9724	2.760
90	0.4284	0.9721	2.785
91	0.4219	0.9747	2.527
92	0.4214	0.9748	2.522
93	0.4261	0.9730	2.698
94	0.4263	0.9729	2.705
95	0.4271	0.9723	2.766
96	0.4221	0.9752	2.484
97	0.4269	0.9729	2.714
98	0.4231	0.9746	2.545
99	0.4282	0.9722	2.780
100	0.4273	0.9727	2.734
101	0.4274	0.9724	2.757
102	0.4286	0.9724	2.763
103	0.4255	0.9734	2.655
104	0.4258	0.9731	2.689
105	0.4257	0.9729	2.713
106	0.4213	0.9748	2.519
107	0.4274	0.9726	2.739
108	0.4281	0.9723	2.768
109	0.4277	0.9725	2.753
110	0.4254	0.9731	2.689
111	0.4291	0.9717	2.834
112	0.4275	0.9725	2.754
113	0.4264	0.9728	2.715
114	0.4263	0.9727	2.727
115	0.4273	0.9728	2.719
116	0.4231	0.9747	2.528
117	0.4229	0.9745	2.551
118	0.4212	0.9749	2.512
119	0.4275	0.9722	2.785
120	0.4261	0.9731	2.690
121	0.4270	0.9722	2.782
122	0.4232	0.9739	2.605
123	0.4257	0.9734	2.663
124	0.4149	0.9783	2.169
125	0.4106	0.9801	1.990
126	0.4256	0.9729	2.712
127	0.4239	0.9738	2.625
128	0.4260	0.9730	2.698
129	0.4258	0.9728	2.719
130	0.4240	0.9739	2.613
131	0.4266	0.9723	2.770
132	0.4246	0.9734	2.657
133	0.4277	0.9726	2.738
134	0.4271	0.9723	2.767
135	0.4264	0.9731	2.687
136	0.4274	0.9726	2.743
137	0.4182	0.9764	2.360
138	0.4162	0.9773	2.267
139	0.4264	0.9729	2.708
140	0.4238	0.9740	2.600
141	0.4271	0.9727	2.735
142	0.4124	0.9791	2.093
143	0.4265	0.9727	2.734
144	0.4261	0.9734	2.663
145	0.4280	0.9722	2.780
146	0.4267	0.9729	2.708
147	0.4227	0.9745	2.549
148	0.4262	0.9732	2.682
149	0.4254	0.9734	2.662
150	0.4263	0.9729	2.706
151	0.4282	0.9720	2.802
152	0.4123	0.9796	2.044
153	0.4279	0.9722	2.783
154	0.4249	0.9734	2.655
155	0.4219	0.9746	2.539
156	0.4213	0.9748	2.521
157	0.4289	0.9716	2.842
158	0.4281	0.9721	2.792
159	0.4259	0.9733	2.672
160	0.4136	0.9785	2.152
161	0.4253	0.9733	2.669
162	0.4252	0.9731	2.690
163	0.4291	0.9717	2.835
164	0.4238	0.9738	2.617
165	0.4254	0.9734	2.665
166	0.4286	0.9723	2.769
