0	0.4127	0.9721	2.785
1	0.4109	0.9730	2.701
2	0.4132	0.9724	2.761
3	0.3991	0.9778	2.215
4	0.4101	0.9730	2.705
5	0.4111	0.9730	2.698
6	0.4124	0.9724	2.760
7	0.4045	0.9753	2.468
8	0.4133	0.9718	2.823
9	0.4134	0.9720	2.805
10	0.4111	0.9723	2.768
11	0.4122	0.9726	2.741
12	0.4117	0.9728	2.718
13	0.4109	0.9733	2.675
14	0.4088	0.9738	2.622
15	0.4069	0.9743	2.573
16	0.4119	0.9726	2.740
17	0.4119	0.9728	2.723
18	0.3969	0.9796	2.041
19	0.4116	0.9724	2.761
20	0.4128	0.9720	2.803
21	0.4099	0.9736	2.642
22	0.4058	0.9749	2.511
23	0.4079	0.9746	2.542
24	0.4119	0.9728	2.717
25	0.4105	0.9734	2.664
26	0.4115	0.9722	2.782
27	0.4105	0.9731	2.694
28	0.4125	0.9724	2.762
29	0.4098	0.9735	2.652
30	0.4008	0.9774	2.256
31	0.4111	0.9729	2.708
32	0.4126	0.9722	2.778
33	0.4107	0.9735	2.653
34	0.4119	0.9726	2.735
35	0.4076	0.9747	2.535
36	0.4108	0.9730	2.696
37	0.3982	0.9785	2.148
38	0.4119	0.9729	2.713
39	0.4141	0.9717	2.829
40	0.4057	0.9749	2.506
41	0.4131	0.9725	2.752
42	0.4050	0.9755	2.445
43	0.4113	0.9731	2.694
44	0.4060	0.9748	2.524
45	0.4098	0.9732	2.683
46	0.4097	0.9732	2.676
47	0.3994	0.9784	2.165
48	0.4027	0.9765	2.353
49	0.4118	0.9729	2.713
50	0.4113	0.9729	2.708
51	0.4095	0.9739	2.611
52	0.4110	0.9728	2.724
53	0.4077	0.9741	2.595
54	0.4102	0.9733	2.675
55	0.4102	0.9734	2.657
56	0.4007	0.9774	2.256
57	0.4124	0.9723	2.774
58	0.4073	0.9747	2.532
59	0.4045	0.9754	2.461
60	0.4134	0.9717	2.830
61	0.4110	0.9729	2.708
62	0.4132	0.9718	2.824
63	0.4099	0.9736	2.643
64	0.4078	0.9746	2.541
65	0.4101	0.9730	2.704
66	0.4084	0.9739	2.611
67	0.4145	0.9711	2.885
68	0.4118	0.9727	2.726
69	0.4076	0.9749	2.514
70	0.4124	0.9724	2.761
71	0.4119	0.9728	2.723
72	0.3968	0.9794	2.058
73	0.4127	0.9722	2.778
74	0.4111	0.9723	2.768
75	0.4119	0.9729	2.715
76	0.4128	0.9723	2.775
77	0.4121	0.9727	2.733
78	0.4076	0.9740	2.595
79	0.4116	0.9727	2.728
80	0.4063	0.9748	2.518
81	0.4119	0.9726	2.743
82	0.4061	0.9752	2.475
83	0.4097	0.9735	2.653
84	0.4114	0.9722	2.781
85	0.4098	0.9732	2.683
86	0.4057	0.9749	2.509
87	0.4045	0.9753	2.469
88	0.4116	0.9724	2.761
89	0.4112	0.9731	2.694
90	0.4118	0.9726	2.741
91	0.4073	0.9747	2.534
92	0.4110	0.9730	2.697
93	0.4074	0.9742	2.579
94	0.4102	0.9733	2.673
95	0.4097	0.9732	2.675
96	0.4105	0.9732	2.681
97	0.4108	0.9733	2.674
98	0.4125	0.9724	2.761
99	0.4119	0.9723	2.769
100	0.4107	0.9730	2.697
101	0.4083	0.9739	2.609
102	0.4099	0.9735	2.647
103	0.4119	0.9727	2.735
104	0.4118	0.9728	2.715
105	0.4050	0.9756	2.445
106	0.4029	0.9760	2.397
107	0.4069	0.9743	2.575
108	0.4064	0.9748	2.523
109	0.3990	0.9778	2.216
110	0.4106	0.9734	2.664
111	0.4117	0.9728	2.717
112	0.4099	0.9736	2.642
113	0.4056	0.9749	2.507
114	0.4095	0.9739	2.611
115	0.3968	0.9796	2.041
116	0.4107	0.9730	2.697
