0	0.4773	0.9741	2.593
1	0.4836	0.9713	2.870
2	0.4810	0.9723	2.771
3	0.4783	0.9733	2.670
4	0.4820	0.9720	2.797
5	0.4829	0.9716	2.840
6	0.4756	0.9745	2.550
7	0.4796	0.9732	2.676
8	0.4803	0.9726	2.741
9	0.4809	0.9724	2.756
10	0.4769	0.9737	2.631
11	0.4831	0.9721	2.795
12	0.4816	0.9720	2.800
13	0.4815	0.9724	2.758
14	0.4689	0.9775	2.250
15	0.4835	0.9710	2.896
16	0.4797	0.9727	2.734
17	0.4800	0.9728	2.719
18	0.4745	0.9750	2.505
19	0.4806	0.9726	2.744
20	0.4790	0.9730	2.697
21	0.4769	0.9737	2.629
22	0.4756	0.9745	2.552
23	0.4801	0.9724	2.763
24	0.4828	0.9716	2.844
25	0.4815	0.9718	2.816
26	0.4773	0.9741	2.595
27	0.4815	0.9724	2.761
28	0.4787	0.9734	2.663
29	0.4829	0.9713	2.866
30	0.4665	0.9792	2.076
31	0.4820	0.9717	2.832
32	0.4816	0.9724	2.761
33	0.4784	0.9734	2.661
34	0.4756	0.9744	2.559
35	0.4808	0.9724	2.762
36	0.4782	0.9737	2.632
37	0.4814	0.9722	2.783
38	0.4809	0.9728	2.723
39	0.4758	0.9744	2.563
40	0.4818	0.9724	2.760
41	0.4775	0.9742	2.583
42	0.4761	0.9748	2.519
43	0.4764	0.9742	2.584
44	0.4794	0.9731	2.691
45	0.4808	0.9724	2.755
46	0.4830	0.9720	2.795
47	0.4764	0.9747	2.535
48	0.4822	0.9720	2.798
49	0.4748	0.9752	2.484
50	0.4811	0.9719	2.807
51	0.4802	0.9726	2.742
52	0.4802	0.9730	2.697
53	0.4812	0.9726	2.736
54	0.4822	0.9719	2.810
55	0.4773	0.9737	2.626
56	0.4665	0.9788	2.123
57	0.4664	0.9791	2.093
58	0.4782	0.9733	2.669
59	0.4841	0.9710	2.898
60	0.4808	0.9723	2.767
61	0.4816	0.9724	2.759
62	0.4844	0.9708	2.921
63	0.4814	0.9720	2.798
64	0.4794	0.9733	2.673
65	0.4818	0.9720	2.796
66	0.4760	0.9742	2.581
67	0.4790	0.9730	2.702
68	0.4797	0.9728	2.719
69	0.4824	0.9718	2.819
70	0.4692	0.9781	2.186
71	0.4822	0.9717	2.825
72	0.4821	0.9720	2.802
73	0.4826	0.9718	2.820
74	0.4825	0.9716	2.835
75	0.4835	0.9711	2.893
76	0.4805	0.9728	2.719
77	0.4821	0.9720	2.801
78	0.4774	0.9736	2.642
